time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,train/n_updates,train/clip_range,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss
134,769.65,1244.94012766,2805,548864,195,1330,0.2,0.0825439453125,1.028486967086792,0.00924808,-5.775110530853271,0.0003,0.7513397544622421,0.26891031861305237,0.5575190782546997,-0.004186865429801401
135,779.07,1264.6289288599999,2808,552960,196,1340,0.2,0.1231689453125,1.0261378288269043,0.010859857,-5.7746914505958555,0.0003,0.2649487535469234,-0.019123420119285583,0.5672324001789093,-0.0068292587573523635
136,770.32,1247.45235403,2808,557056,198,1350,0.2,0.109228515625,1.0219671726226807,0.0104380455,-5.762750732898712,0.0003,0.40686184726655483,0.05382391810417175,0.43061602115631104,-0.004755556675081607
137,770.32,1245.3222484500002,2810,561152,199,1360,0.2,0.084228515625,1.0232130289077759,0.0067383726,-5.755897986888885,0.0003,0.6077574010938406,0.19236168265342712,0.2944777011871338,-0.004781989424373023
138,763.73,1228.59666743,2788,565248,202,1370,0.2,0.1239990234375,1.0195401906967163,0.011230122,-5.752139508724213,0.0003,0.5309438303112983,0.15686768293380737,-0.04418134689331055,-0.006329749978613108
139,763.73,1229.46564675,2760,569344,206,1380,0.2,0.082421875,1.0180518627166748,0.009510355,-5.740969961881637,0.0003,0.4905588782392442,0.08635620772838593,0.29919058084487915,-0.0058379740337841214
140,770.87,1245.6516509300002,2730,573440,210,1390,0.2,0.0880859375,1.0170674324035645,0.008579634,-5.734432870149613,0.0003,0.5161350703798234,0.27047431468963623,0.11043184995651245,-0.005818691621243488
141,786.36,1280.91969051,2702,577536,213,1400,0.2,0.087109375,1.0222387313842773,0.008050971,-5.740435492992401,0.0003,0.5225604265928269,0.11166666448116302,0.17233026027679443,-0.005519808843382634
142,784.81,1282.8231271200002,2674,581632,217,1410,0.2,0.0817138671875,1.024685025215149,0.0071211765,-5.757972848415375,0.0003,0.5319918666034937,0.09440513700246811,0.21382766962051392,-0.005309489637147636
143,784.81,1285.36016514,2646,585728,221,1420,0.2,0.129443359375,1.0268210172653198,0.012284777,-5.766113930940628,0.0003,0.5139728942885995,0.10925622284412384,0.37148916721343994,-0.00778617656615097
144,800.54,1322.76300526,2619,589824,225,1430,0.2,0.11025390625,1.0314861536026,0.00967223,-5.777941429615021,0.0003,0.38085088757798075,0.052283406257629395,0.09499722719192505,-0.0060192433360498395
145,809.29,1341.6085949899998,2593,593920,229,1440,0.2,0.0776123046875,1.0317307710647583,0.0079874005,-5.788235622644424,0.0003,0.6351679030805826,0.30380862951278687,0.1578260064125061,-0.005838872233289294
146,807.29,1345.9481456399997,2567,598016,232,1450,0.2,0.10615234375,1.0365742444992065,0.011647064,-5.795543998479843,0.0003,0.37990908715873956,0.18739353120326996,0.011291205883026123,-0.004695947727304884
147,816.09,1367.37717767,2544,602112,236,1460,0.2,0.0563720703125,1.0371090173721313,0.008081874,-5.808236634731292,0.0003,0.6310859687626362,0.2579805552959442,0.11474663019180298,-0.003093604161404073
148,818.18,1369.7328506800002,2521,606208,240,1470,0.2,0.0937744140625,1.0384085178375244,0.008607524,-5.810165148973465,0.0003,0.49993595145642755,0.24686843156814575,0.097226083278656,-0.005221912544220686
149,826.85,1389.79205479,2498,610304,244,1480,0.2,0.105078125,1.0420022010803223,0.010053916,-5.819463020563125,0.0003,0.509829793125391,0.10366453230381012,0.2461826205253601,-0.006791849242290482
150,748.69,1229.32096745,2476,614400,248,1490,0.2,0.11923828125,1.040916085243225,0.010963544,-5.825092375278473,0.0003,0.3872335496358573,-0.031333550810813904,-0.0016247034072875977,-0.00490480316511821
151,738.31,1211.7538523600003,2454,618496,251,1500,0.2,0.100830078125,1.042264699935913,0.010252278,-5.821465069055558,0.0003,0.6797585695981979,0.2932754158973694,0.6122154593467712,-0.0070547829527640715
152,733.42,1197.89002539,2434,622592,255,1510,0.2,0.06826171875,1.0443423986434937,0.006708379,-5.828444612026215,0.0003,0.2875942074693739,0.15436601638793945,0.5908608436584473,-0.005317464232211933
153,741.46,1215.8868965,2414,626688,259,1520,0.2,0.1149658203125,1.0417228937149048,0.0108941905,-5.8288143336772915,0.0003,0.5353949891403318,0.07104728370904922,0.6528368592262268,-0.007686502861906775
154,738.59,1215.9795857899999,2397,630784,263,1530,0.2,0.100537109375,1.0423784255981445,0.0089237485,-5.8242032647132875,0.0003,0.2593512575607747,-0.015038121491670609,0.11932450532913208,-0.006183947675162926
155,714.78,1162.15481087,2387,634880,265,1540,0.2,0.101171875,1.041006088256836,0.007517277,-5.821518182754517,0.0003,0.8064338013529777,0.17581725120544434,0.24872225522994995,-0.005413794994819909
156,701.01,1144.32740164,2375,638976,269,1550,0.2,0.0815185546875,1.0394538640975952,0.007677055,-5.815454584360123,0.0003,0.27442756076343355,0.01192917674779892,0.8070980459451675,-0.006003881187643856
157,701.01,1145.59614939,2362,643072,272,1560,0.2,0.0758056640625,1.0410499572753906,0.0064807944,-5.815830147266388,0.0003,0.6363217979669571,0.1976945400238037,0.33823317289352417,-0.0038692741858540104
158,694.11,1129.34887577,2347,647168,275,1570,0.2,0.0626953125,1.0383224487304688,0.007223022,-5.815307974815369,0.0003,0.42329325508326293,0.12271441519260406,0.26602184772491455,-0.0033504729683045296
159,696.28,1131.14487779,2335,651264,278,1580,0.2,0.1081787109375,1.041251540184021,0.010519677,-5.813683247566223,0.0003,0.6205579601228237,0.2745841145515442,0.6251149773597717,-0.005603792742476799
160,677.15,1094.80664704,2324,655360,281,1590,0.2,0.077587890625,1.0363097190856934,0.008539265,-5.811022835969925,0.0003,0.29903103336691855,0.05249912291765213,0.3459993600845337,-0.0034728274986264296
161,643.36,1020.0762849299998,2310,659456,285,1600,0.2,0.12333984375,1.0390572547912598,0.011597976,-5.803913819789886,0.0003,0.5222213072702289,0.15891243517398834,0.3187718987464905,-0.006446189380949363
162,652.42,1040.62232328,2298,663552,288,1610,0.2,0.0954345703125,1.038923978805542,0.008852996,-5.81078000664711,0.0003,0.4631785576231778,0.14772890508174896,0.7077440619468689,-0.004830118567042518
163,633.95,1001.5232692200001,2282,667648,292,1620,0.2,0.08828125,1.0366820096969604,0.008550266,-5.806381088495255,0.0003,0.502217898890376,0.18449506163597107,0.10832786560058594,-0.003776750183169497
164,633.95,1000.8942976900001,2266,671744,296,1630,0.2,0.122265625,1.0343854427337646,0.0108558815,-5.794828993082047,0.0003,0.5274670450016856,0.22041469812393188,0.5654494166374207,-0.005651011819281848
165,641.54,1019.77388967,2251,675840,300,1640,0.2,0.08623046875,1.0315686464309692,0.009901121,-5.784484028816223,0.0003,0.40117737334221604,0.11925464868545532,0.027478814125061035,-0.0037041632749605924
166,661.96,1057.89115802,2236,679936,304,1650,0.2,0.0800048828125,1.0295435190200806,0.007760198,-5.774658650159836,0.0003,0.6452332552522421,0.3415532410144806,0.12685900926589966,-0.004932047365582548
167,694.48,1132.3120725200001,2220,684032,308,1660,0.2,0.1305908203125,1.0360991954803467,0.010478651,-5.78213911652565,0.0003,0.3798612704500556,0.16857530176639557,0.36388468742370605,-0.007133286990574561
168,689.1,1128.13836044,2205,688128,311,1670,0.2,0.0686767578125,1.0375443696975708,0.007035144,-5.797283780574799,0.0003,0.7595573015511036,0.2419699728488922,0.18239688873291016,-0.004126530745998025
169,692.51,1144.16497789,2191,692224,315,1680,0.2,0.12607421875,1.034153938293457,0.010119649,-5.793180525302887,0.0003,0.2657419664552435,0.022429481148719788,0.7365868985652924,-0.005856736132409423
170,701.96,1162.401401,2176,696320,319,1690,0.2,0.1076416015625,1.0365586280822754,0.008619941,-5.7911764800548555,0.0003,0.5136388836428523,0.19603393971920013,0.31393545866012573,-0.005212926981039345
171,701.96,1162.69002741,2164,700416,323,1700,0.2,0.1017333984375,1.033827781677246,0.007050765,-5.791675609350205,0.0003,0.48998482543975114,0.27380532026290894,0.020480036735534668,-0.005211421160493046
172,720.92,1200.94094415,2149,704512,327,1710,0.2,0.094287109375,1.0286130905151367,0.007925659,-5.777505421638489,0.0003,0.5021524868905545,0.06171824410557747,0.026410281658172607,-0.005622269367449917
173,697.15,1160.49072715,2139,708608,331,1720,0.2,0.104248046875,1.0315141677856445,0.010319245,-5.773326015472412,0.0003,0.5415583670139312,0.14606110751628876,0.20074975490570068,-0.005930565972812473
174,698.32,1159.94482347,2129,712704,334,1730,0.2,0.1094970703125,1.0363173484802246,0.0072787553,-5.789743274450302,0.0003,0.5157827222719789,0.1378050148487091,0.5982587337493896,-0.006140645523555577
175,696.85,1160.1791939800003,2122,716800,337,1740,0.2,0.0914306640625,1.0317401885986328,0.010027339,-5.793827295303345,0.0003,0.5092613898217678,0.1724400818347931,0.43581241369247437,-0.005961097491672262
176,692.73,1155.59349671,2110,720896,341,1750,0.2,0.0906494140625,1.0365016460418701,0.009580573,-5.790926790237426,0.0003,0.4971050098538399,0.19366468489170074,0.3813510537147522,-0.004909546588896774
177,686.22,1136.9693333000002,2099,724992,345,1760,0.2,0.0846435546875,1.0426011085510254,0.0073391655,-5.812860399484634,0.0003,0.5482012948021293,0.26434046030044556,0.5825706422328949,-0.005567332298960536
178,675.15,1117.20874855,2088,729088,349,1770,0.2,0.1360595703125,1.0370030403137207,0.0119268205,-5.814529138803482,0.0003,0.3880192181095481,0.04295557737350464,0.7494170665740967,-0.005614367008092813
179,656.99,1080.26855257,2077,733184,352,1780,0.2,0.1189208984375,1.0362569093704224,0.008552754,-5.799755662679672,0.0003,0.5099473679438233,0.15880019962787628,0.6377828419208527,-0.006739728705724701
180,649.28,1061.57360327,2065,737280,356,1790,0.2,0.121826171875,1.0355424880981445,0.011520309,-5.798008096218109,0.0003,0.4954473029822111,0.19706971943378448,0.696577399969101,-0.006050663601490669
181,641.82,1045.07238527,2054,741376,360,1800,0.2,0.065380859375,1.0308070182800293,0.005948346,-5.788385486602783,0.0003,0.3827503941953182,0.13674062490463257,0.5055463314056396,-0.0036473670159466566
182,593.33,948.91131816,2045,745472,364,1810,0.2,0.08349609375,1.032677412033081,0.009012694,-5.779914790391922,0.0003,0.4948040049523115,0.1527438759803772,0.5491767823696136,-0.004532983270473778
183,576.07,912.2596368600002,2034,749568,368,1820,0.2,0.125732421875,1.03035569190979,0.0111566335,-5.781974089145661,0.0003,0.410091701336205,0.23885947465896606,0.8006410449743271,-0.009423016960499807
184,566.53,893.3734882100002,2023,753664,372,1830,0.2,0.08271484375,1.0311226844787598,0.0071576443,-5.778625845909119,0.0003,0.5066852658987046,0.17714354395866394,0.6504086852073669,-0.00573818143166136
185,531.76,816.1581699200001,2013,757760,376,1840,0.2,0.0935791015625,1.0292320251464844,0.00788867,-5.777716326713562,0.0003,0.36284490311518314,0.12628692388534546,0.3877631425857544,-0.0036491937164100817
186,534.83,818.10758252,2002,761856,380,1850,0.2,0.1226806640625,1.0277962684631348,0.009213532,-5.771304959058762,0.0003,0.6717047747224569,0.2450219690799713,0.7122285068035126,-0.0057652508112369105
187,553.63,856.14982009,1992,765952,384,1860,0.2,0.1013671875,1.0272314548492432,0.008646324,-5.767259448766708,0.0003,0.24790906398557128,0.008009694516658783,0.7598877102136612,-0.005567193875322118
188,544.44,837.9935722499998,1982,770048,388,1870,0.2,0.096533203125,1.0262839794158936,0.008949431,-5.763862955570221,0.0003,0.502315522916615,0.0927371010184288,0.18457567691802979,-0.0055537907697726045
189,553.99,856.29930896,1973,774144,392,1880,0.2,0.0924072265625,1.025395154953003,0.007878045,-5.757825362682342,0.0003,0.5059342794120312,0.15763181447982788,0.5436932146549225,-0.004343181778676808
190,553.12,855.81457089,1964,778240,396,1890,0.2,0.0967041015625,1.0280269384384155,0.0095715225,-5.760027319192886,0.0003,0.5067147998139262,0.20768144726753235,0.4069969058036804,-0.004638116271235049
191,551.31,855.2199597199999,1956,782336,399,1900,0.2,0.1298095703125,1.0240572690963745,0.012204923,-5.7593524873256685,0.0003,0.5331199150532484,0.18415230512619019,0.6569905579090118,-0.006437863965402357
192,557.88,873.04869949,1947,786432,403,1910,0.2,0.0757568359375,1.0236289501190186,0.0060461676,-5.747737336158752,0.0003,0.49646152146160605,0.10684283077716827,0.5598515272140503,-0.00425011373590678
193,525.21,808.6825642699998,1938,790528,407,1920,0.2,0.1063720703125,1.0277791023254395,0.011024261,-5.754228258132935,0.0003,0.3860198909416795,0.23319469392299652,0.6707464158535004,-0.0040494407585356385
194,495.88,738.6638227799996,1930,794624,411,1930,0.2,0.0691650390625,1.024228811264038,0.0074882125,-5.759119862318039,0.0003,0.6528620429337024,0.23510032892227173,0.698379248380661,-0.0049769353703595694
195,538.9,832.9684837100001,1925,798720,414,1940,0.2,0.0688232421875,1.0223432779312134,0.007187369,-5.747858649492263,0.0003,0.2820070471614599,0.09597539156675339,0.8546756953001022,-0.003707821306306869
196,558.01,871.5862301699999,1920,802816,418,1950,0.2,0.0889404296875,1.028927206993103,0.007897505,-5.757366603612899,0.0003,0.6214721038937568,0.2145085632801056,0.14963620901107788,-0.004597124474821612
197,569.96,890.7963366600001,1915,806912,421,1960,0.2,0.1152587890625,1.0257160663604736,0.008942648,-5.766674327850342,0.0003,0.3723720419686288,0.3450238108634949,0.13444757461547852,-0.006070622002880555
198,569.96,890.90547028,1910,811008,424,1970,0.2,0.0911865234375,1.02595853805542,0.010067025,-5.758149778842926,0.0003,0.6437182195484639,0.28382307291030884,0.6209359765052795,-0.005433419774635695
199,590.15,933.96685002,1905,815104,427,1980,0.2,0.106884765625,1.0233980417251587,0.009331388,-5.7531538844108585,0.0003,0.12911299972329288,-0.06294508278369904,0.16358858346939087,-0.004001523833721876
200,580.48,914.75014128,1900,819200,430,1990,0.2,0.1079345703125,1.0213273763656616,0.0080547575,-5.744677197933197,0.0003,0.8661836165934801,0.15254861116409302,0.569775402545929,-0.0061816051427740605
201,574.33,897.57317492,1894,823296,434,2000,0.2,0.1420654296875,1.0188207626342773,0.011698609,-5.73711947798729,0.0003,0.13399522269610314,0.020269230008125305,0.8966657072305679,-0.00656421459352714
202,576.88,899.16044036,1886,827392,438,2010,0.2,0.0679931640625,1.013122320175171,0.006619865,-5.720232146978378,0.0003,0.6257652183994651,0.41650402545928955,0.5125797986984253,-0.0030251920034061186
203,552.46,848.3142730600001,1880,831488,442,2020,0.2,0.0992919921875,1.0212167501449585,0.008176062,-5.723789894580841,0.0003,0.3785871909931302,0.0011027082800865173,0.5227212905883789,-0.004330962928361259
204,543.73,830.93326988,1873,835584,446,2030,0.2,0.1253662109375,1.014095425605774,0.010953608,-5.73191899061203,0.0003,0.6441676571965218,0.25859755277633667,0.7321291863918304,-0.0063612732570618395
205,562.6,867.0537341900001,1865,839680,450,2040,0.2,0.0984130859375,1.014866828918457,0.006844477,-5.716092079877853,0.0003,0.26926878923550246,0.2972218990325928,0.7439954280853271,-0.004585304812644608
206,586.06,909.1122612300001,1859,843776,453,2050,0.2,0.103857421875,1.0170650482177734,0.0070286267,-5.723055797815323,0.0003,0.6236665928736329,0.17933796346187592,0.25655078887939453,-0.004709787385945674
207,576.64,890.1976003199999,1852,847872,457,2060,0.2,0.0762451171875,1.0172107219696045,0.0074343514,-5.726466846466065,0.0003,0.38281028587371113,0.14824506640434265,0.6986102163791656,-0.003480417694663629
208,591.75,928.2969757300001,1844,851968,461,2070,0.2,0.0949462890625,1.0169309377670288,0.0073454357,-5.7262251555919645,0.0003,0.49855943452566864,0.1946488618850708,0.6636909246444702,-0.004068455804372206
209,590.18,927.65170443,1837,856064,465,2080,0.2,0.077197265625,1.0174850225448608,0.007292091,-5.725362455844879,0.0003,0.5015892209485173,0.24637600779533386,0.6343307495117188,-0.0031426743313204496
210,581.87,909.9989807400002,1830,860160,469,2090,0.2,0.1158203125,1.0244287252426147,0.009311661,-5.740456300973892,0.0003,0.3806712066754699,0.11158324033021927,0.502074122428894,-0.006500699161551893
211,588.88,928.83285825,1823,864256,473,2100,0.2,0.0738525390625,1.0257840156555176,0.005883102,-5.759559231996536,0.0003,0.6020256176590919,0.18694555759429932,0.550877720117569,-0.004120596501161344
212,589.98,930.39918987,1816,868352,478,2110,0.2,0.0972412109375,1.0295612812042236,0.007894878,-5.769666928052902,0.0003,0.3732559218071401,0.23590487241744995,0.49700647592544556,-0.004644345745327882
213,562.91,872.9805500399999,1809,872448,482,2120,0.2,0.1366943359375,1.0274653434753418,0.010818465,-5.773183852434158,0.0003,0.4715326538309455,0.07265914976596832,0.4632921814918518,-0.006508193693298381
214,576.09,907.46173679,1802,876544,486,2130,0.2,0.0824951171875,1.029049038887024,0.009099715,-5.76963905096054,0.0003,0.3814414470456541,0.11112532019615173,0.7362761795520782,-0.004347875709936488
215,584.12,925.2209891800001,1796,880640,490,2140,0.2,0.106201171875,1.0272197723388672,0.009150837,-5.77081852555275,0.0003,0.49711168464273214,0.0777399092912674,0.5683557093143463,-0.0054329265956766905
216,583.15,925.6574502599999,1788,884736,494,2150,0.2,0.1254638671875,1.0304003953933716,0.010203289,-5.770080882310867,0.0003,0.37491115685552356,0.08882422000169754,-0.01295614242553711,-0.0054508786939550195
217,600.81,963.0445208799999,1782,888832,498,2160,0.2,0.0801513671875,1.0263643264770508,0.008668985,-5.770464277267456,0.0003,0.6116317871958017,0.2850613296031952,0.47698020935058594,-0.003295903612161055
218,610.39,983.5629600899998,1777,892928,502,2170,0.2,0.112646484375,1.0212863683700562,0.011783504,-5.753082364797592,0.0003,0.3777146306820214,0.16082336008548737,0.22089612483978271,-0.004372980483458378
219,643.52,1056.08328056,1774,897024,505,2180,0.2,0.072509765625,1.0198832750320435,0.0071758083,-5.740108716487884,0.0003,0.5060278587043285,0.27019551396369934,0.518470823764801,-0.004748814782942645
220,669.38,1112.11257045,1771,901120,508,2190,0.2,0.105810546875,1.028389573097229,0.010387609,-5.754226642847061,0.0003,0.4914471447467804,0.09034334868192673,0.29024046659469604,-0.0062493293866282325
221,642.16,1058.12965227,1765,905216,512,2200,0.2,0.137158203125,1.027138590812683,0.009605255,-5.769702905416489,0.0003,0.510062812641263,0.0631694421172142,0.3013739585876465,-0.006369705696124583
222,641.74,1060.42773014,1759,909312,516,2210,0.2,0.1042236328125,1.0255889892578125,0.008603567,-5.764045524597168,0.0003,0.5133143628016115,0.19687184691429138,0.6383996307849884,-0.006354807008756324
223,642.84,1061.8306519900002,1753,913408,520,2220,0.2,0.1034912109375,1.0298562049865723,0.008005851,-5.766013258695603,0.0003,0.50511938277632,0.2683010995388031,0.6677458882331848,-0.0049265072477282955
224,624.63,1023.9317326000001,1747,917504,524,2230,0.2,0.13115234375,1.029129147529602,0.011180649,-5.776046073436737,0.0003,0.38003785666078327,0.2385542392730713,0.7109861373901367,-0.006575923028867692
225,615.7,1007.0284902899999,1742,921600,528,2240,0.2,0.116552734375,1.025697946548462,0.010786658,-5.768083602190018,0.0003,0.3872751545161009,0.09890542179346085,0.7313375771045685,-0.0052869577513774855
226,607.78,988.7435049500001,1736,925696,533,2250,0.2,0.0935791015625,1.0243381261825562,0.007322201,-5.75942776799202,0.0003,0.2533588935621083,0.053237903863191605,0.6834777295589447,-0.0036518979526590557
227,581.94,934.54359053,1730,929792,537,2260,0.2,0.0791259765625,1.0266573429107666,0.008064732,-5.7622611105442045,0.0003,0.7483278121799231,0.2532033324241638,0.6124692559242249,-0.005595546329277568
228,617.1,1010.1230851799999,1725,933888,541,2270,0.2,0.1279296875,1.0208206176757812,0.012550643,-5.758037012815476,0.0003,0.13304626527242364,0.011300578713417053,0.8053623735904694,-0.006419491324777482
229,635.82,1049.1005713299999,1719,937984,545,2280,0.2,0.1201416015625,1.0232716798782349,0.0093950825,-5.747823286056518,0.0003,0.7307015892118216,0.25474679470062256,0.28169751167297363,-0.0066041152982506904
230,569.78,918.1019075500001,1714,942080,549,2290,0.2,0.1254150390625,1.0159169435501099,0.008732557,-5.741156357526779,0.0003,0.24374862480908632,0.029801778495311737,0.2091447114944458,-0.006596002529840916
231,571.48,919.1203854500001,1708,946176,553,2300,0.2,0.097705078125,1.015665054321289,0.008658463,-5.7221485555171965,0.0003,0.6366013940423727,0.3450758457183838,0.7213237285614014,-0.006581264156557154
232,570.12,919.3374685899997,1705,950272,557,2310,0.2,0.1266357421875,1.0123835802078247,0.0097003635,-5.7183542311191555,0.0003,0.262806395534426,0.13564510643482208,0.5503750443458557,-0.0045094696659361945
233,537.21,846.2103090500001,1700,954368,561,2320,0.2,0.0720947265625,1.0178663730621338,0.009196565,-5.722476172447204,0.0003,0.6271208262071013,0.14305752515792847,0.4024549722671509,-0.0046018613444175575
234,537.47,846.54497709,1695,958464,565,2330,0.2,0.1069091796875,1.0204250812530518,0.010387203,-5.739314132928849,0.0003,0.35037373984232545,0.14558662474155426,0.7331215143203735,-0.005594883882440627
235,520.72,822.99365683,1690,962560,569,2340,0.2,0.1354248046875,1.014387845993042,0.012789916,-5.733523625135422,0.0003,0.37822598330676555,0.194116473197937,0.41628843545913696,-0.00687701326678507
236,528.92,842.18408653,1688,966656,572,2350,0.2,0.0939697265625,1.010428786277771,0.00805054,-5.711439281702042,0.0003,0.6209681052714586,0.16406826674938202,0.6794560253620148,-0.0035537162708351388
237,559.66,902.3611694200001,1684,970752,576,2360,0.2,0.10009765625,1.0114526748657227,0.009683527,-5.705406129360199,0.0003,0.3729945158585906,0.03151947632431984,0.2541200518608093,-0.004080343020905275
238,550.99,884.3871089300001,1680,974848,579,2370,0.2,0.0884765625,1.010216474533081,0.007807242,-5.70703586935997,0.0003,0.6234052803367376,0.16495004296302795,0.6244988441467285,-0.0039249051740625875
239,546.13,880.7716480000001,1676,978944,584,2380,0.2,0.1136474609375,1.0125116109848022,0.008454346,-5.709602469205857,0.0003,0.38423379538580776,0.09978998452425003,0.697297215461731,-0.0066139916947577145
240,536.62,861.90517085,1672,983040,587,2390,0.2,0.089501953125,1.0104024410247803,0.008045983,-5.708626329898834,0.0003,0.6260908957570791,0.16148066520690918,0.4681943655014038,-0.00431562993908301
241,505.23,791.82031194,1672,987136,590,2400,0.2,0.0935791015625,1.0071061849594116,0.009231586,-5.69813426733017,0.0003,0.40135956909507514,0.06184649467468262,0.7339023053646088,-0.005641815131821204
242,504.14,791.0858920199998,1668,991232,594,2410,0.2,0.1244384765625,1.0107970237731934,0.011231907,-5.697027349472046,0.0003,0.43273221226409075,0.015722528100013733,0.6915712654590607,-0.003621109979576431
243,532.19,847.8669969400001,1664,995328,597,2420,0.2,0.1258544921875,1.0112323760986328,0.010991493,-5.708469498157501,0.0003,0.47200607750564816,0.26359033584594727,0.5459504723548889,-0.00415706466883421
244,558.54,902.78894221,1661,999424,601,2430,0.2,0.1044189453125,1.015880823135376,0.009895427,-5.7156128764152525,0.0003,0.5204098585061729,0.10169868171215057,0.22521823644638062,-0.0049442692688899115
245,558.54,902.99775158,1659,1003520,604,2440,0.2,0.152783203125,1.0147274732589722,0.009920919,-5.7250437319278715,0.0003,0.4946375139057636,0.12360313534736633,0.4491409659385681,-0.007311362732434645
246,566.83,921.6345230600001,1656,1007616,608,2450,0.2,0.1168212890625,1.0136616230010986,0.008732334,-5.719746005535126,0.0003,0.3806679825298488,0.11455652117729187,-0.0315699577331543,-0.004298014611413237
247,565.99,920.5725814599999,1650,1011712,612,2460,0.2,0.112060546875,1.0123937129974365,0.009480318,-5.715054285526276,0.0003,0.617203627154231,0.14694423973560333,0.20682215690612793,-0.004375588979746681
248,578.86,942.60473947,1646,1015808,616,2470,0.2,0.079541015625,1.0065984725952148,0.006907655,-5.702315187454223,0.0003,0.3871929396875203,0.14193099737167358,0.7693023830652237,-0.0036225018702680245
249,583.92,945.3775179899999,1644,1019904,620,2480,0.2,0.06845703125,1.0067312717437744,0.0054128687,-5.687730807065964,0.0003,0.4959314500913024,0.2563580274581909,0.7197894155979156,-0.004495186795247718
250,610.9,1000.16492394,1641,1024000,623,2490,0.2,0.1447998046875,1.009160041809082,0.011146713,-5.6944105386734005,0.0003,0.3762385603040457,0.12470309436321259,0.7437303364276886,-0.007883478002622724
251,610.94,999.29814621,1638,1028096,627,2500,0.2,0.111572265625,1.0129863023757935,0.010261634,-5.705269581079483,0.0003,0.44313002917915584,0.1254277229309082,0.5694894790649414,-0.0055294027071795425
252,601.06,978.20916911,1635,1032192,631,2510,0.2,0.133984375,1.0075366497039795,0.011050498,-5.703624802827835,0.0003,0.5172767816111445,0.21375878155231476,0.36139607429504395,-0.004739847831660882
253,601.53,978.77106115,1631,1036288,635,2520,0.2,0.0916259765625,1.0051460266113281,0.007629946,-5.686681860685349,0.0003,0.5146266613155603,0.08926109969615936,0.7085478007793427,-0.0047911620495142415
254,592.86,959.61520731,1633,1040384,637,2530,0.2,0.056884765625,1.0039653778076172,0.0055660764,-5.679352027177811,0.0003,0.5093402137979866,0.19202525913715363,0.6919486820697784,-0.003200910278246738
255,610.35,995.1110249799999,1636,1044480,638,2540,0.2,0.091064453125,1.0023282766342163,0.006338925,-5.674393796920777,0.0003,0.3722273630090058,0.268949955701828,0.67429319024086,-0.004601519153220579
256,617.47,1012.30806224,1640,1048576,639,2550,0.2,0.1290771484375,1.0058159828186035,0.0088776685,-5.676399260759354,0.0003,0.5037271229550242,0.13097608089447021,0.4085918068885803,-0.007280051942507271
257,652.52,1086.5418453500004,1640,1052672,641,2560,0.2,0.1041748046875,1.0080292224884033,0.008679293,-5.689109146595001,0.0003,0.485990989767015,0.16385257244110107,0.5128197073936462,-0.005275151351816021
258,651.46,1086.2392286,1643,1056768,642,2570,0.2,0.1094970703125,1.008636236190796,0.010020081,-5.693109774589539,0.0003,0.4883130853995681,0.3669576942920685,0.17464542388916016,-0.0053562596658593975
259,629.29,1033.8637173999998,1646,1060864,644,2580,0.2,0.0925537109375,1.0076439380645752,0.0076507726,-5.692526078224182,0.0003,0.5279485732316971,0.16526514291763306,0.5155209004878998,-0.005232064354640897
260,574.49,919.0231663699998,1650,1064960,645,2590,0.2,0.1275634765625,1.0091421604156494,0.010581242,-5.695001256465912,0.0003,0.5042258413508535,0.08289336413145065,0.6976662278175354,-0.006030118267517537
261,582.27,937.02267042,1650,1069056,647,2600,0.2,0.08251953125,1.0099496841430664,0.008730387,-5.699109774827957,0.0003,0.4420657431706786,0.20937131345272064,0.6638789474964142,-0.003195984549529385
262,559.72,895.5131682300001,1651,1073152,649,2610,0.2,0.1215087890625,1.0080126523971558,0.008612361,-5.69746230840683,0.0003,0.4986428800970316,0.16106456518173218,0.5912149548530579,-0.006148945665336214
263,549.74,876.06746726,1652,1077248,652,2620,0.2,0.1037353515625,1.0075932741165161,0.008028621,-5.691696321964264,0.0003,0.3818485622294247,0.05164387822151184,0.7785627245903015,-0.004803395774797536
264,547.09,863.6781631900001,1654,1081344,653,2630,0.2,0.108740234375,1.010087013244629,0.009054532,-5.69706637263298,0.0003,0.3495214394293725,0.08675672858953476,0.5507097542285919,-0.004790891357697546
265,539.23,847.30626956,1655,1085440,655,2640,0.2,0.0681640625,1.0123844146728516,0.0070865685,-5.708064693212509,0.0003,0.5256026964634657,0.11307257413864136,0.6040084660053253,-0.0035851795022608713
266,547.12,865.2293229500001,1657,1089536,657,2650,0.2,0.123095703125,1.013484239578247,0.011515352,-5.715266764163971,0.0003,0.3724840197712183,0.05803206190466881,0.7094319462776184,-0.00621182999748271
267,538.16,847.2977566700001,1660,1093632,658,2660,0.2,0.118017578125,1.0152783393859863,0.011418855,-5.718824362754821,0.0003,0.49121536016464235,0.20832809805870056,0.6126248240470886,-0.005609839019598439
268,510.57,791.93321886,1661,1097728,660,2670,0.2,0.0775146484375,1.0110574960708618,0.008028873,-5.714294993877411,0.0003,0.52026312854141,0.06684005260467529,0.7394889295101166,-0.0028752840153174475
