time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,train/n_updates,train/clip_range,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss
402,766.42,1306.27238061,1968,1646592,836,4010,0.2,0.1397216796875,0.9719232320785522,0.0077422997,-5.503272140026093,0.0003,0.47185433730483056,0.10418259352445602,0.22275501489639282,-0.005882078706054017
403,739.66,1252.22623555,1970,1650688,837,4020,0.2,0.090966796875,0.9707248210906982,0.007974198,-5.508221280574799,0.0003,0.4624844679608941,0.24927346408367157,0.42348718643188477,-0.0037966088362736627
404,721.81,1214.50137057,1972,1654784,838,4030,0.2,0.11025390625,0.9762124419212341,0.0078045507,-5.515179455280304,0.0003,0.47810843139886855,0.2461043894290924,0.5631458163261414,-0.004198376109707169
405,704.31,1177.9713094200001,1975,1658880,839,4040,0.2,0.1392333984375,0.9774097800254822,0.00923898,-5.532366740703583,0.0003,0.3211560553871095,0.14362837374210358,0.7668634057044983,-0.006160327864927239
406,706.93,1179.80851961,1977,1662976,840,4050,0.2,0.1234130859375,0.9764788150787354,0.0074812444,-5.534499108791351,0.0003,0.46441128039732577,0.14033734798431396,0.5300571322441101,-0.005980585084762425
407,698.57,1162.68247382,1979,1667072,842,4060,0.2,0.1101806640625,0.9745973348617554,0.011409342,-5.526709401607514,0.0003,0.46361821088939903,0.13932931423187256,0.5933896899223328,-0.0044889290002174675
408,707.17,1181.68364445,1981,1671168,843,4070,0.2,0.1272705078125,0.9714516401290894,0.009902997,-5.518867814540863,0.0003,0.4620649006217718,0.18706604838371277,0.6144696176052094,-0.005541623232420534
409,707.21,1181.74254924,1983,1675264,844,4080,0.2,0.1105712890625,0.9698386192321777,0.010033814,-5.5084670901298525,0.0003,0.47326328605413437,0.21101324260234833,0.5667493939399719,-0.005254652725125197
410,672.32,1108.54969521,1984,1679360,846,4090,0.2,0.1343017578125,0.9612390995025635,0.011067313,-5.490644407272339,0.0003,0.4652648979797959,0.10908930748701096,0.5236551761627197,-0.005638007314701099
411,677.59,1113.9452160699998,1985,1683456,847,4100,0.2,0.1274658203125,0.9618831872940063,0.011617834,-5.471920770406723,0.0003,0.42801202461123466,0.042633384466171265,0.7033656537532806,-0.007928666577208787
412,677.75,1113.9671807,1987,1687552,849,4110,0.2,0.1607666015625,0.9612771272659302,0.011130778,-5.472240209579468,0.0003,0.40311413547024133,0.20685990154743195,0.44733279943466187,-0.005425255344016477
413,693.93,1150.3619923099998,1988,1691648,850,4120,0.2,0.1457275390625,0.9594268798828125,0.012010634,-5.463964039087296,0.0003,0.5032778212800622,0.18639543652534485,0.09071159362792969,-0.006038264464586973
414,710.97,1188.29457598,1989,1695744,852,4130,0.2,0.1798095703125,0.962344765663147,0.01331134,-5.464271235466003,0.0003,0.44711621664464474,0.09967049211263657,-0.005030274391174316,-0.006942427618196234
415,703.24,1171.30649954,1990,1699840,854,4140,0.2,0.103759765625,0.960810124874115,0.009714037,-5.470483916997909,0.0003,0.5632420599460601,0.23016400635242462,0.3876248598098755,-0.004446597187779844
416,661.77,1081.91708577,1991,1703936,855,4150,0.2,0.1185546875,0.9592217206954956,0.009034805,-5.463121879100799,0.0003,0.38029396077618005,0.26916471123695374,0.7486168146133423,-0.0052165301123750394
417,662.83,1083.2410287199998,1992,1708032,857,4160,0.2,0.105322265625,0.9481462836265564,0.011780719,-5.435074895620346,0.0003,0.36358546167612077,0.14706191420555115,0.8261484503746033,-0.004118067357921973
418,662.83,1083.80844591,1994,1712128,858,4170,0.2,0.1543212890625,0.9510762691497803,0.010777188,-5.415172880887985,0.0003,0.34774873228743675,0.1145133525133133,0.5265032947063446,-0.006814554122684058
419,645.7,1048.3507404200002,1995,1716224,860,4180,0.2,0.1138427734375,0.9497403502464294,0.010941753,-5.4228820443153385,0.0003,0.46652371659874914,0.1700071394443512,0.41158294677734375,-0.004110210324870423
420,653.86,1067.15737384,1995,1720320,862,4190,0.2,0.1442626953125,0.9475691318511963,0.013315139,-5.417008626461029,0.0003,0.44923891555517914,0.16270142793655396,0.7603181451559067,-0.005542298592627048
421,672.23,1105.36432353,1996,1724416,863,4200,0.2,0.1317626953125,0.9397916793823242,0.010388902,-5.3958203315734865,0.0003,0.1948546287836507,-0.017778117209672928,0.17262661457061768,-0.007976920681539924
422,644.23,1048.6756971300001,1998,1728512,865,4210,0.2,0.116845703125,0.941914975643158,0.0073109185,-5.377347469329834,0.0003,0.807201661914587,0.45281004905700684,0.3891602158546448,-0.0051309457427123565
423,645.63,1049.6328318399999,1999,1732608,866,4220,0.2,0.1263671875,0.9387875199317932,0.0098423585,-5.375208687782288,0.0003,0.13011001697741448,0.0018812790513038635,0.9128373935818672,-0.00357306097575929
424,635.63,1028.50023539,2000,1736704,868,4230,0.2,0.1125,0.9424635171890259,0.009203892,-5.372292304039002,0.0003,0.49204887747764586,0.16839326918125153,0.6127582788467407,-0.002841082487429958
425,624.85,998.0964187400001,2001,1740800,869,4240,0.2,0.159130859375,0.942303478717804,0.016648827,-5.381889432668686,0.0003,0.4264761384576559,0.03392910584807396,0.32016313076019287,-0.007317288752528839
426,624.78,986.5490646300001,2003,1744896,870,4250,0.2,0.134033203125,0.9426679015159607,0.0120932665,-5.382274794578552,0.0003,0.5787893142551184,0.14960303902626038,0.6080015599727631,-0.007424341031583026
427,609.86,962.9318895700001,2005,1748992,871,4260,0.2,0.09453125,0.9464048147201538,0.007617234,-5.388871955871582,0.0003,0.036018625879660246,-0.029140161350369453,0.7083461880683899,-0.005812338239047676
428,593.51,926.4613318400002,2008,1753088,872,4270,0.2,0.096875,0.9455824494361877,0.008824509,-5.396775144338608,0.0003,0.9319043248891831,0.3425896167755127,0.47502923011779785,-0.005732305432320573
429,603.31,945.0732622400001,2010,1757184,874,4280,0.2,0.101025390625,0.9420446157455444,0.0092267655,-5.384360289573669,0.0003,0.02014978767838329,-0.05752572789788246,0.9425963424146175,-0.008856004482368007
430,602.32,943.8108402199999,2011,1761280,875,4290,0.2,0.1067138671875,0.9421268701553345,0.01123585,-5.374749338626861,0.0003,0.7059780806303024,0.2951914668083191,0.32019293308258057,-0.0047668456099927425
431,608.37,960.0468328699999,2013,1765376,876,4300,0.2,0.1238037109375,0.9380928874015808,0.010242944,-5.368460726737976,0.0003,0.23013436170294882,0.016752414405345917,0.6973906457424164,-0.005851865169825032
432,616.93,977.9979455800001,2014,1769472,878,4310,0.2,0.0991943359375,0.9385852813720703,0.007537407,-5.35875940322876,0.0003,0.6189845956861972,0.2779644727706909,0.6683641970157623,-0.005196966273069847
433,615.37,976.5122035000002,2015,1773568,879,4320,0.2,0.149267578125,0.939293622970581,0.014214406,-5.363869416713714,0.0003,0.23045779569074512,-0.0012130215764045715,0.31137436628341675,-0.003474441893922631
434,606.54,956.2436322899999,2017,1777664,881,4330,0.2,0.0982666015625,0.9350499510765076,0.00896998,-5.354512912034989,0.0003,0.6436677005141973,0.17409925162792206,0.5984689593315125,-0.004892239478067495
435,580.83,900.6306240599998,2018,1781760,882,4340,0.2,0.1052001953125,0.9339245557785034,0.009152647,-5.338280439376831,0.0003,0.15164269984234124,0.0043729618191719055,0.674919992685318,-0.005632940879877424
436,583.03,902.37356365,2020,1785856,884,4350,0.2,0.086962890625,0.9326422810554504,0.008224055,-5.331452172994614,0.0003,0.5862993396818638,0.12812066078186035,0.7285899519920349,-0.005267257825471461
437,591.41,920.4677503,2021,1789952,885,4360,0.2,0.1126708984375,0.9317387342453003,0.009639791,-5.326056289672851,0.0003,0.261231632810086,0.020638160407543182,0.8133837580680847,-0.006192915569408796
438,608.78,955.62736675,2023,1794048,886,4370,0.2,0.1193115234375,0.9223556518554688,0.007995941,-5.306705105304718,0.0003,0.47291655410081146,0.17975711822509766,0.14503544569015503,-0.005187662265961989
439,607.05,954.6382221,2023,1798144,888,4380,0.2,0.1578369140625,0.9227291941642761,0.01188313,-5.283736437559128,0.0003,0.46169115137308836,0.12454164028167725,0.5524532496929169,-0.007468933862401173
440,623.43,990.7121340600002,2024,1802240,890,4390,0.2,0.13408203125,0.9194365739822388,0.011621223,-5.281061768531799,0.0003,0.4308886356651783,0.15223737061023712,0.5494989454746246,-0.005410075446707197
441,605.55,965.08496689,2026,1806336,891,4400,0.2,0.1365234375,0.9204592108726501,0.010467375,-5.273289537429809,0.0003,0.455533885769546,0.0760589987039566,0.6671099066734314,-0.005176722889882512
442,598.3,946.9058802600001,2028,1810432,892,4410,0.2,0.1172119140625,0.9176161289215088,0.010033597,-5.271923232078552,0.0003,0.3772958953864872,0.09339580684900284,0.713162899017334,-0.005119096196722239
443,581.95,922.14828923,2031,1814528,893,4420,0.2,0.0898193359375,0.9220905303955078,0.009794839,-5.275121366977691,0.0003,0.3369757545180619,0.02512500435113907,0.7329933047294617,-0.005737217591376975
444,590.21,941.53477277,2034,1818624,893,4430,0.2,0.097216796875,0.9223829507827759,0.0107860165,-5.2876102209091185,0.0003,0.4924904270097613,0.13739646971225739,0.7082222700119019,-0.002947262572706677
445,605.73,976.7476799399998,2037,1822720,894,4440,0.2,0.12353515625,0.917998194694519,0.011722959,-5.279030758142471,0.0003,0.4582480113953352,0.08247026801109314,0.3616839647293091,-0.004739016621897463
446,624.6,1013.0864040299998,2040,1826816,895,4450,0.2,0.08662109375,0.9141100645065308,0.005865889,-5.26367090344429,0.0003,0.4781726637855172,0.2558441162109375,0.32758694887161255,-0.002654529211577028
447,617.32,995.5541103800002,2040,1830912,897,4460,0.2,0.13271484375,0.9179911613464355,0.011128684,-5.264184767007828,0.0003,0.475289311632514,0.1601177603006363,0.014321506023406982,-0.0050555716268718244
448,597.51,956.73581051,2042,1835008,898,4470,0.2,0.11533203125,0.9180788993835449,0.010565202,-5.271317011117935,0.0003,0.4859802654013038,0.1068422868847847,0.677577555179596,-0.005362310947384685
449,605.57,974.3748685,2044,1839104,899,4480,0.2,0.1100341796875,0.9217248558998108,0.0077026193,-5.277007418870926,0.0003,0.4992420643568039,0.16767573356628418,0.6817478239536285,-0.008921726368134842
450,614.25,992.52974592,2047,1843200,900,4490,0.2,0.11123046875,0.9204934239387512,0.008612325,-5.285064166784286,0.0003,0.3599697418510914,0.16550873219966888,0.5130648612976074,-0.0028714636122458615
451,623.65,1011.67839956,2049,1847296,901,4500,0.2,0.148095703125,0.9167526960372925,0.00921167,-5.2762922763824465,0.0003,0.558096144348383,0.2465105950832367,0.5969431698322296,-0.005705863062757999
452,611.83,990.4038832100002,2051,1851392,902,4510,0.2,0.1513427734375,0.9154513478279114,0.00713954,-5.266770660877228,0.0003,0.12352906293235719,-0.02174115926027298,0.7209203541278839,-0.004413601968553849
453,603.38,972.23892356,2054,1855488,903,4520,0.2,0.121826171875,0.918592631816864,0.01002058,-5.266551899909973,0.0003,0.7627825096249581,0.23596994578838348,0.6442689001560211,-0.006488295074086636
454,603.47,972.6029346099998,2056,1859584,904,4530,0.2,0.1307373046875,0.9215143918991089,0.012341311,-5.279386109113693,0.0003,0.12335105773527175,-0.01700706034898758,0.8800948262214661,-0.003814760674140416
455,603.47,971.8630807899998,2058,1863680,905,4540,0.2,0.1070068359375,0.9216870069503784,0.009046957,-5.286549657583237,0.0003,0.691734317690134,0.2894097864627838,0.5805984437465668,-0.007003619841998443
456,609.09,987.14022832,2060,1867776,906,4550,0.2,0.0924560546875,0.9185688495635986,0.010130778,-5.2772578537464145,0.0003,0.12125328928232193,-0.002185676246881485,0.40332192182540894,-0.0023320323845837264
457,617.23,1004.9898481399999,2063,1871872,907,4560,0.2,0.0939453125,0.922325611114502,0.008793365,-5.275845360755921,0.0003,0.8106461688876152,0.236369788646698,0.6113529801368713,-0.0072391415189485995
458,636.83,1042.4230518999998,2065,1875968,908,4570,0.2,0.148291015625,0.9230368137359619,0.010573583,-5.287191641330719,0.0003,0.11464051851071418,-0.01209210604429245,0.4424787163734436,-0.004557606193702668
459,638.77,1044.40852221,2067,1880064,909,4580,0.2,0.0909423828125,0.9220802187919617,0.010241236,-5.2876076877117155,0.0003,0.7900073800235987,0.2990950345993042,0.5212458968162537,-0.004533616476692259
460,632.24,1025.9803128499998,2069,1884160,910,4590,0.2,0.1023193359375,0.9228891730308533,0.009111088,-5.286932051181793,0.0003,0.007665350925526582,-0.05455716699361801,0.95060645788908,-0.007459690238465555
461,615.2,990.1852470599998,2072,1888256,911,4600,0.2,0.0705078125,0.9217677116394043,0.009890722,-5.28746308684349,0.0003,0.7835913114249706,0.3197500705718994,0.5298613905906677,-0.0027369729592464863
462,624.55,1009.23284789,2074,1892352,912,4610,0.2,0.12568359375,0.9172086715698242,0.011351647,-5.2786980509758,0.0003,0.1346262469422072,0.012316744774580002,0.7978025525808334,-0.007614485680824146
463,624.28,1008.8647283900001,2076,1896448,913,4620,0.2,0.1002197265625,0.918043851852417,0.009552034,-5.26723672747612,0.0003,0.6807633318006993,0.3268991708755493,0.43180954456329346,-0.003818363152095117
464,650.32,1053.55595441,2078,1900544,914,4630,0.2,0.121533203125,0.9179973006248474,0.009032136,-5.2706124663352965,0.0003,0.2611698013730347,0.12334699183702469,0.7042691111564636,-0.007338222645921632
465,650.27,1054.0323479400001,2080,1904640,915,4640,0.2,0.0996826171875,0.9189506769180298,0.008878743,-5.2689824283123015,0.0003,0.5943090196698904,0.24248644709587097,0.5442037284374237,-0.005200614221394062
466,667.14,1091.3422274099999,2083,1908736,916,4650,0.2,0.1450927734375,0.9167264103889465,0.008620927,-5.268170863389969,0.0003,0.19185044376645238,0.08016513288021088,0.41341328620910645,-0.001167002331931144
467,652.94,1056.3130824500001,2085,1912832,917,4660,0.2,0.1220458984375,0.9157634973526001,0.009764076,-5.264436173439026,0.0003,0.8143669977784157,0.31734663248062134,0.10483258962631226,-0.005741665090317838
468,660.06,1074.35410262,2087,1916928,918,4670,0.2,0.1056396484375,0.9147899150848389,0.008707523,-5.263099360466003,0.0003,0.1319151152856648,0.019453518092632294,0.8730926215648651,-0.006018737865088042
469,638.15,1034.51587917,2089,1921024,919,4680,0.2,0.128173828125,0.9149156212806702,0.009639626,-5.260104149580002,0.0003,0.5959705282002687,0.11215434968471527,0.6007683873176575,-0.007187751895980909
470,655.33,1072.67392277,2091,1925120,920,4690,0.2,0.12783203125,0.9135583639144897,0.009428579,-5.257828748226165,0.0003,0.26747174141928554,0.13423149287700653,0.776379182934761,-0.0043362208904
471,639.38,1038.22008042,2093,1929216,921,4700,0.2,0.10751953125,0.9169325828552246,0.008557656,-5.262075412273407,0.0003,0.5761877723038197,0.19132718443870544,0.39994359016418457,-0.002559042698703706
472,639.04,1035.7127696199998,2095,1933312,922,4710,0.2,0.1076904296875,0.9169085025787354,0.010067366,-5.269992882013321,0.0003,0.3441529531497508,0.08923395723104477,0.7449340224266052,-0.004950058495160193
473,664.53,1090.46461319,2097,1937408,923,4720,0.2,0.123876953125,0.9174054861068726,0.010114655,-5.2699795126914974,0.0003,0.37593972180038693,0.11912817507982254,0.24716639518737793,-0.006790633811033331
474,654.8,1073.53025833,2100,1941504,924,4730,0.2,0.114306640625,0.9171440005302429,0.008752021,-5.272346979379654,0.0003,0.5818844363093376,0.19544917345046997,0.39130932092666626,-0.0039127080206526445
475,643.28,1053.2180695,2102,1945600,925,4740,0.2,0.0913818359375,0.9200844764709473,0.0074332096,-5.277419537305832,0.0003,0.3378448694013059,0.0205957293510437,0.5921210944652557,-0.0034428308325004766
476,636.93,1037.12109364,2104,1949696,926,4750,0.2,0.112353515625,0.9207839965820312,0.008288475,-5.28617382645607,0.0003,0.5817115776240825,0.2931668162345886,0.4881480932235718,-0.006999051521415822
477,619.7,1001.0912683599998,2106,1953792,927,4760,0.2,0.118408203125,0.9156348705291748,0.011642909,-5.278366339206696,0.0003,0.37409585416316987,0.2073686122894287,0.5660477578639984,-0.005042059782135766
478,628.38,1020.30841508,2108,1957888,928,4770,0.2,0.1139404296875,0.9126724004745483,0.008756002,-5.259592926502227,0.0003,0.4475940203294158,0.08260808140039444,0.7186520099639893,-0.004377896874211728
479,626.28,1019.4877612399999,2110,1961984,929,4780,0.2,0.122216796875,0.9142970442771912,0.008263523,-5.256438457965851,0.0003,0.35788165545091033,0.16041192412376404,0.6703127026557922,-0.004827821505023167
480,598.15,962.67380644,2113,1966080,930,4790,0.2,0.0832275390625,0.9129008054733276,0.008171745,-5.25489970445633,0.0003,0.5402051098644733,0.20669561624526978,0.4811558723449707,-0.003230474656447768
481,578.57,924.1976629500001,2115,1970176,931,4800,0.2,0.1188232421875,0.910848081111908,0.011811822,-5.246611201763153,0.0003,0.23471414821688086,0.0630870908498764,0.8778898939490318,-0.004216181539231911
482,595.88,961.5505645600001,2117,1974272,932,4810,0.2,0.0832275390625,0.9121253490447998,0.006707943,-5.242038726806641,0.0003,0.44789176173508166,0.16822731494903564,0.7645313292741776,-0.003529523010365665
483,597.33,961.9992938400001,2119,1978368,933,4820,0.2,0.1442626953125,0.9127825498580933,0.006323713,-5.244700521230698,0.0003,0.33579337811097504,0.03022923320531845,0.27157628536224365,-0.005212349526118487
484,606.7,981.94583614,2121,1982464,934,4830,0.2,0.1489501953125,0.9111871719360352,0.011126813,-5.242058104276657,0.0003,0.520470505207777,0.18590760231018066,0.7681564837694168,-0.007139223854755983
485,614.76,999.2877553699999,2123,1986560,935,4840,0.2,0.1429443359375,0.9075973629951477,0.01176154,-5.229602360725403,0.0003,0.20274655984248965,0.03077368438243866,0.08075815439224243,-0.005224637224455364
486,614.76,999.6873414399998,2126,1990656,936,4850,0.2,0.0917724609375,0.9095101356506348,0.010021322,-5.222977060079574,0.0003,0.6760256987065076,0.23535943031311035,0.5842172503471375,-0.0027225022378843276
487,607.72,985.16126192,2128,1994752,937,4860,0.2,0.135888671875,0.9118680953979492,0.0077594677,-5.231005001068115,0.0003,0.20268966392613946,0.05479767173528671,0.5733192563056946,-0.005794011158286594
488,609.91,986.8136343299999,2130,1998848,938,4870,0.2,0.0779052734375,0.9116089940071106,0.007885231,-5.23501792550087,0.0003,0.6334808550775051,0.2237047255039215,0.7200210392475128,-0.00325194850738626
489,619.73,1005.7054373999999,2132,2002944,939,4880,0.2,0.119677734375,0.9116405248641968,0.015085746,-5.235192227363586,0.0003,0.21142636658623815,0.02112724259495735,0.4909205436706543,-0.003059329546522349
490,619.73,1006.0897191,2134,2007040,940,4890,0.2,0.1303466796875,0.9055706262588501,0.010379487,-5.222544312477112,0.0003,0.6499592930078506,0.43086516857147217,0.5831628441810608,-0.0063088836352108045
491,643.68,1057.83720786,2136,2011136,941,4900,0.2,0.1408935546875,0.9069976210594177,0.011688312,-5.210360497236252,0.0003,0.21876964252442122,0.194846510887146,0.2822616696357727,-0.00584029202000238
492,626.17,1021.5155840799999,2139,2015232,942,4910,0.2,0.10625,0.9111186861991882,0.012042148,-5.222280210256576,0.0003,0.7256020322442055,0.27258506417274475,0.4171537756919861,-0.006067168351728469
493,658.72,1093.35678103,2141,2019328,943,4920,0.2,0.124365234375,0.9095145463943481,0.0099917725,-5.230379611253738,0.0003,0.12394137667724862,-0.04376097768545151,0.8144564181566238,-0.005817180845770054
494,658.78,1093.51407538,2143,2023424,943,4930,0.2,0.0968017578125,0.9124422073364258,0.0067144134,-5.2294296503067015,0.0003,0.5562125850468874,0.1520329713821411,0.15710783004760742,-0.0037386544463515747
495,676.8,1131.1138827700001,2145,2027520,944,4940,0.2,0.1115478515625,0.9156035780906677,0.0106942225,-5.239075660705566,0.0003,0.291849313583225,0.07139959931373596,0.6990149617195129,-0.00517078855773434
496,686.32,1150.62922566,2147,2031616,945,4950,0.2,0.101904296875,0.9159570932388306,0.007498728,-5.247214043140412,0.0003,0.553374644368887,0.18322743475437164,0.12050914764404297,-0.003743469188339077
497,718.07,1222.84797789,2149,2035712,946,4960,0.2,0.139892578125,0.915144681930542,0.009026084,-5.245364862680435,0.0003,0.3515684088692069,0.06286568939685822,0.034631431102752686,-0.0031686926144175232
498,719.67,1223.81104173,2152,2039808,947,4970,0.2,0.1131591796875,0.9152274131774902,0.0098715015,-5.244969421625138,0.0003,0.5721197048202157,0.08966372162103653,0.31656163930892944,-0.0043876518349861724
499,737.18,1260.91681424,2153,2043904,948,4980,0.2,0.150537109375,0.9149670600891113,0.01194266,-5.246570670604706,0.0003,0.33497190084308387,0.130416601896286,0.6211220920085907,-0.005551660264609381
500,736.69,1260.55154537,2155,2048000,949,4990,0.2,0.1042724609375,0.9177631139755249,0.009218353,-5.249377405643463,0.0003,0.3391099074855447,0.04796180874109268,0.05294984579086304,-0.003414011435233988
501,746.2,1279.73684615,2158,2052096,950,5000,0.2,0.1070068359375,0.9182748794555664,0.008175794,-5.255484420061111,0.0003,0.5791788574308157,0.17896966636180878,0.6023872196674347,-0.0046995817450806495
502,743.97,1275.65404919,2160,2056192,951,5010,0.2,0.08466796875,0.9201569557189941,0.009065805,-5.256679761409759,0.0003,0.3333207901101559,0.09402737766504288,0.5782846808433533,-0.0018273932582815178
503,734.8,1256.92055915,2162,2060288,952,5020,0.2,0.1342529296875,0.9225691556930542,0.00909064,-5.267889451980591,0.0003,0.6362365104258061,0.12637445330619812,0.5185834765434265,-0.0072292279539396985
504,745.76,1276.92521968,2164,2064384,953,5030,0.2,0.1291259765625,0.9209725260734558,0.00724639,-5.271124482154846,0.0003,0.33024242604151366,0.1567228138446808,0.5847599506378174,-0.004310767579590901
505,744.0,1274.8488815700002,2166,2068480,954,5040,0.2,0.1151123046875,0.9261226654052734,0.009767255,-5.276899927854538,0.0003,0.4573262106627226,0.14769838750362396,0.5368836522102356,-0.00350494896993041
506,772.24,1331.8463483799999,2168,2072576,955,5050,0.2,0.1136962890625,0.923720121383667,0.011279958,-5.286739838123322,0.0003,0.4513507517054677,0.19050812721252441,0.22201639413833618,-0.0040946045599412175
507,769.52,1328.27697934,2170,2076672,956,5060,0.2,0.098046875,0.9210829734802246,0.009799134,-5.2752066314220425,0.0003,0.47760585583746434,0.1740301251411438,-0.017804980278015137,-0.002759212179807946
508,763.09,1310.63979409,2172,2080768,957,5070,0.2,0.1017333984375,0.9230878353118896,0.007241502,-5.2741746544837955,0.0003,0.5157021276652813,0.2920536994934082,0.5920945703983307,-0.003947731676453259
509,755.49,1293.3109155700001,2174,2084864,958,5080,0.2,0.1107421875,0.9217746257781982,0.009372778,-5.27692494392395,0.0003,0.5521032871678472,0.23052245378494263,0.7118325531482697,-0.006947666459018365
510,762.82,1299.49636668,2176,2088960,959,5090,0.2,0.1110595703125,0.9209399819374084,0.0069054244,-5.26948019862175,0.0003,0.3381632540374994,0.06337709724903107,0.6865688264369965,-0.0029766673309495673
511,780.33,1335.2858878999998,2178,2093056,960,5100,0.2,0.08876953125,0.9247316122055054,0.008466737,-5.2732379078865055,0.0003,0.4362642949447036,0.14888149499893188,0.2468363642692566,-0.0031996205128962175
512,765.73,1300.2513452599999,2180,2097152,961,5110,0.2,0.101416015625,0.9206430912017822,0.0069094836,-5.275158834457398,0.0003,0.45569006633013487,0.09482641518115997,0.033219873905181885,-0.003038168986677192
513,731.6,1225.10209388,2182,2101248,962,5120,0.2,0.1214599609375,0.9183686971664429,0.009891691,-5.258325636386871,0.0003,0.45694087967276575,0.04337700456380844,0.7247228920459747,-0.003497079131193459
514,709.16,1171.1736468700003,2184,2105344,963,5130,0.2,0.13974609375,0.9213563203811646,0.010333297,-5.262042766809463,0.0003,0.436692613363266,0.11851738393306732,0.6740754246711731,-0.005463771040376741
515,684.99,1116.72947079,2186,2109440,964,5140,0.2,0.1026611328125,0.9231063723564148,0.010094185,-5.275796991586685,0.0003,0.3386269581504166,0.1104736328125,0.6659532487392426,-0.00600032715301495
516,684.99,1116.68365144,2188,2113536,965,5150,0.2,0.114599609375,0.926512598991394,0.008880809,-5.28552628159523,0.0003,0.440047699958086,0.10760482400655746,0.7693934142589569,-0.0051884200947824866
517,702.07,1152.66623131,2190,2117632,966,5160,0.2,0.147802734375,0.927579402923584,0.0141268335,-5.294094902276993,0.0003,0.34121702387928965,0.10057871043682098,0.05368542671203613,-0.0038537756685400383
518,682.73,1114.60349592,2192,2121728,967,5170,0.2,0.1509765625,0.9241464734077454,0.0111686,-5.287040120363235,0.0003,0.557786232419312,0.016434282064437866,0.5702182650566101,-0.007093422856996767
519,694.3,1137.3620029299998,2194,2125824,968,5180,0.2,0.127490234375,0.9215948581695557,0.010010884,-5.268620026111603,0.0003,0.3408590700477362,0.16556566953659058,0.6392171382904053,-0.005433469143463298
520,705.85,1158.76746183,2196,2129920,969,5190,0.2,0.1365234375,0.9186061024665833,0.011534503,-5.259135341644287,0.0003,0.4491790596395731,0.10249096155166626,0.5511398613452911,-0.003466316903359257
521,688.09,1122.19016544,2198,2134016,970,5200,0.2,0.102392578125,0.9142353534698486,0.008523028,-5.244135522842408,0.0003,0.45203922428190707,0.1651151478290558,0.6751152873039246,-0.002896738427807577
522,661.03,1066.3436574,2200,2138112,971,5210,0.2,0.1471923828125,0.9139809608459473,0.0110938875,-5.233176112174988,0.0003,0.34158740378916264,0.032680049538612366,0.7358981370925903,-0.0036966696614399554
523,635.17,1014.3501524300002,2202,2142208,972,5220,0.2,0.1123291015625,0.914654016494751,0.008471854,-5.232877135276794,0.0003,0.4101997993886471,0.05002995580434799,0.6422498822212219,-0.0032192006590776147
524,632.24,1012.52662526,2204,2146304,973,5230,0.2,0.13212890625,0.9190876483917236,0.014097017,-5.246856087446213,0.0003,0.5115222917869687,0.3075386583805084,0.7125308811664581,-0.006665824606898241
525,634.31,1025.7435846399999,2206,2150400,974,5240,0.2,0.1446533203125,0.9186046123504639,0.011024216,-5.2562200903892515,0.0003,0.3429539382457733,0.09914809465408325,0.6621498465538025,-0.0037054152431664988
526,634.31,1027.05141415,2208,2154496,975,5250,0.2,0.1061279296875,0.9175571203231812,0.008654187,-5.2493790030479435,0.0003,0.4723876917734742,0.1396659016609192,-0.017863988876342773,-0.0032233835139777512
527,631.33,1024.9005464200002,2210,2158592,976,5260,0.2,0.1100830078125,0.9142235517501831,0.009071963,-5.240928429365158,0.0003,0.4264377987012267,0.10104011744260788,0.06876915693283081,-0.003433219392900355
528,629.32,1021.0407052999998,2212,2162688,977,5270,0.2,0.09296875,0.9129379987716675,0.008301341,-5.228665184974671,0.0003,0.47161644175648687,0.12884339690208435,0.3677019476890564,-0.003593064393498935
529,643.89,1057.8282878199998,2214,2166784,978,5280,0.2,0.1123291015625,0.9127169847488403,0.012925485,-5.225541079044342,0.0003,0.5768986988812685,0.19748249650001526,0.5319350957870483,-0.006638572415977251
530,642.81,1057.6618353700003,2216,2170880,979,5290,0.2,0.114794921875,0.9093227386474609,0.010404678,-5.220255243778229,0.0003,0.4615558750927448,0.15157924592494965,0.5973801016807556,-0.004429179790895433
531,659.09,1094.0065407999998,2218,2174976,980,5300,0.2,0.0930908203125,0.9119697213172913,0.0074635427,-5.214415764808654,0.0003,0.41752853225916625,0.35378503799438477,0.6490634679794312,-0.0037471036572242155
532,630.1,1037.08091064,2220,2179072,981,5310,0.2,0.1364013671875,0.9139807820320129,0.009596918,-5.2251166760921475,0.0003,0.46497602537274363,0.0870041698217392,0.3697521686553955,-0.005334694377961568
533,633.66,1040.68123751,2222,2183168,982,5320,0.2,0.1709716796875,0.9110256433486938,0.013076139,-5.223091834783554,0.0003,0.33859070353209975,0.10722067952156067,0.7656902819871902,-0.009130489738890902
534,620.24,1007.3421314000001,2224,2187264,983,5330,0.2,0.1365966796875,0.9096047878265381,0.009261035,-5.209707051515579,0.0003,0.486140925809741,0.2395409792661667,0.47896260023117065,-0.0037263775535393505
535,618.66,1006.76790986,2226,2191360,984,5340,0.2,0.1334716796875,0.9093426465988159,0.009739539,-5.200588887929916,0.0003,0.4515265092253685,0.1172678992152214,0.8136257380247116,-0.0055708679981762545
