trial_id,direction,n_same_dir_sims,best_sim_episode,best_rmse,best_corr,best_dtw,mean_rmse_same_dir,mean_corr_same_dir,mean_dtw_same_dir
51,-1.0,40,30,0.07443658644921043,0.16374583365967285,0.006147996300164545,0.0805559922440113,0.1445022442398076,0.030904806093208816
52,-1.0,40,38,0.07481292132515634,0.11492937921285079,0.005235387059039226,0.08266606607053278,0.10282666281791272,0.03756040519849178
53,-1.0,40,27,0.04711783436448958,0.08870701705561182,0.009006765290531734,0.08491504587408198,0.08614707045268796,0.04440142910744011
54,-1.0,40,12,0.0025544054673870935,0.47666912236262643,0.0019444124318282316,0.07915814235064642,0.5504571321464645,0.07785095414465759
55,-1.0,40,0,0.06726483719677377,0.10245163942638548,0.006364548220360585,0.08412596701431868,0.09365749082554824,0.04062854725205569
56,-1.0,40,19,0.047688776153307966,0.1087090269040812,0.0075913120553967985,0.08325097933554916,0.10434714173390633,0.04338902961221247
57,-1.0,40,30,0.08226436552529456,0.13473557049012908,0.0064220485024532115,0.08375982211537056,0.12193498852133208,0.037621275931529204
58,-1.0,40,23,0.10430014553462531,0.14688204840411942,0.004096222120976016,0.08299811115044184,0.12544180151154397,0.030848757330247212
59,-1.0,40,2,0.09219772979064564,0.18704564953279526,0.008833624562145209,0.07815520484551353,0.15832815370486839,0.03416543026863147
60,-1.0,40,5,0.030773299741720668,0.011818940513907365,0.011776728286682404,0.08580701716185583,0.07582722110995248,0.046535667352554946
61,-1.0,40,28,0.061516126375700884,0.16263074998431534,0.009232465079755751,0.07829855017855292,0.15057470951189417,0.03860508498563538
62,-1.0,40,0,0.06763874387870968,0.11475662274681948,0.00720963812016986,0.08447816445737033,0.1047962721862701,0.040575545087061585
63,-1.0,40,12,0.02816887956006643,0.21841016168131563,0.01239275509882651,0.08301704475094401,0.11054336881143571,0.0472773210032836
64,-1.0,40,27,0.04589489242417986,0.08983053331644174,0.00757313852181205,0.08409046782491286,0.08716228063669762,0.044023049585593985
65,-1.0,40,15,0.07215426987908699,0.1265895046711757,0.007584320577123995,0.08434452719554628,0.11400300447452909,0.04046060272783221
66,-1.0,40,5,0.027284870135167668,0.013635303903076013,0.010264059729149436,0.08505669029321328,0.06468720755330068,0.04750271841280697
67,-1.0,40,28,0.06847598356094059,0.11442964411754752,0.005356339889362472,0.08359109732909127,0.10869074337947074,0.03947117087541347
