step,ankle,knee,hip,trunk
2.300000000000000000e+02,3.188472986309224932e+00,9.859763184660717883e+00,3.668499744723532796e+00,1.434198030861321582e+00
2.310000000000000000e+02,3.262132584195443386e+00,1.015585650480683633e+01,3.796180628735120965e+00,1.483555216921905506e+00
2.320000000000000000e+02,3.338034663799673840e+00,1.046014622616490897e+01,3.927640536708342012e+00,1.534429379490471090e+00
2.330000000000000000e+02,3.416295228287235641e+00,1.077280512714899174e+01,4.062954465499368339e+00,1.586851247911561735e+00
2.340000000000000000e+02,3.497038739060088108e+00,1.109400504974065882e+01,4.202195746963952594e+00,1.640850787306783243e+00
2.350000000000000000e+02,3.580398750350612502e+00,1.142391643293395553e+01,4.345435690386504568e+00,1.696457035731848251e+00
2.360000000000000000e+02,3.666518584298016137e+00,1.176270780834038021e+01,4.492743195729242522e+00,1.753697927472165352e+00
2.370000000000000000e+02,3.755552048044199509e+00,1.211054525642144242e+01,4.644184336396874890e+00,1.812600101797537278e+00
2.380000000000000000e+02,3.847664194311027686e+00,1.246759182187292936e+01,4.799821910259877811e+00,1.873188696516100205e+00
2.390000000000000000e+02,3.943032126826282902e+00,1.283400688675350487e+01,4.959714957743319275e+00,1.935487125696448318e+00
2.400000000000000000e+02,4.041845851850120575e+00,1.320994550003015533e+01,5.123918245869579557e+00,1.999516840965877451e+00
2.410000000000000000e+02,4.144309176916481263e+00,1.359555766230294616e+01,5.292481717243336270e+00,2.065297075842943642e+00
2.420000000000000000e+02,4.250640657743815609e+00,1.399098756457024706e+01,5.465449903086697425e+00,2.132844572624973623e+00
2.430000000000000000e+02,4.361074594086089107e+00,1.439637278000055431e+01,5.642861299572222045e+00,2.202173291426722468e+00
2.440000000000000000e+02,4.475862075087873038e+00,1.481184340778589892e+01,5.824747706862174468e+00,2.273294101055950645e+00
2.450000000000000000e+02,4.595272074476216773e+00,1.523752116826128500e+01,6.011133530444019435e+00,2.346214451515951538e+00
2.460000000000000000e+02,4.719592595667000623e+00,1.567351844858083254e+01,6.202035044554932597e+00,2.420938028044732793e+00
2.470000000000000000e+02,4.849131866584755812e+00,1.611993729834027533e+01,6.397459617711491298e+00,2.497464386736004016e+00
2.480000000000000000e+02,4.984219583692812705e+00,1.657686837462242480e+01,6.597404900604336930e+00,2.575788571938732119e+00
2.490000000000000000e+02,5.125208204405579338e+00,1.704438983601219704e+01,6.801857976880397061e+00,2.655900715799833112e+00
2.500000000000000000e+02,5.272474286707053537e+00,1.752256618517591846e+01,7.010794477616235199e+00,2.737785620498505601e+00
2.510000000000000000e+02,5.426419874429583068e+00,1.801144705962050452e+01,7.224177660583797511e+00,2.821422323920410147e+00
2.520000000000000000e+02,5.587473926254340917e+00,1.851106597023705191e+01,7.441957455722987724e+00,2.906783649734844044e+00
2.530000000000000000e+02,5.756093786079408581e+00,1.902143898718590620e+01,7.664069478562458571e+00,2.993835743067463362e+00
2.540000000000000000e+02,5.932766691961613326e+00,1.954256337259278808e+01,7.890434013669486824e+00,3.082537593204056403e+00
2.550000000000000000e+02,6.118011320372270134e+00,2.007441615939509916e+01,8.120954970560674724e+00,3.172840545016248459e+00
2.560000000000000000e+02,6.312379362011666828e+00,2.061695267550341981e+01,8.355518814866540467e+00,3.264687801066610717e+00
2.570000000000000000e+02,6.516457124898017206e+00,2.117010501222529939e+01,8.593993477914828816e+00,3.358013916627222262e+00
2.580000000000000000e+02,6.730867159877984562e+00,2.173378043563954520e+01,8.836227248279815427e+00,3.452744290130968174e+00
2.590000000000000000e+02,6.956269903089902229e+00,2.230785973931412158e+01,9.082047649239557430e+00,3.548794651867617223e+00
2.600000000000000000e+02,7.193365329238337047e+00,2.289219553643739147e+01,9.331260306492188406e+00,3.646070554035894862e+00
2.610000000000000000e+02,7.442894608798003020e+00,2.348661048909086091e+01,9.583647810909726061e+00,3.744466865567516400e+00
2.620000000000000000e+02,7.705641761443001947e+00,2.409089547204655801e+01,9.838968581558063420e+00,3.843867275448835663e+00
2.630000000000000000e+02,7.982435297078274594e+00,2.470480766814087659e+01,1.009695573469126373e+01,3.944143808580067301e+00
2.640000000000000000e+02,8.274149834816737936e+00,2.532806859198064231e+01,1.035731596494433049e+01,4.045156358530910268e+00
2.650000000000000000e+02,8.581707689078589496e+00,2.596036203850213298e+01,1.061972844551006645e+01,4.146752241875048206e+00
2.660000000000000000e+02,8.906080410668053560e+00,2.660133195275905038e+01,1.088384375470221954e+01,4.248765779114837216e+00
2.670000000000000000e+02,9.248290269185954315e+00,2.725058021729511992e+01,1.114928283698958467e+01,4.351017907542057195e+00
2.680000000000000000e+02,9.609411661441615848e+00,2.790766435359965669e+01,1.141563600734501982e+01,4.453315831721292639e+00
2.690000000000000000e+02,9.990572428613313960e+00,2.857209513449234350e+01,1.168246200860036943e+01,4.555452717629423276e+00
2.700000000000000000e+02,1.042675524753597571e+01,2.916180762700776441e+01,1.201766326498090720e+01,4.655964613718235334e+00
