trial_group,side,n_samples,duration_s,t_start,Single_leg_hip_flex_mean_deg,Single_leg_ankle_flex_mean_deg,Single_leg_hip_abd_mean_deg,Single_leg_ankle_abd_mean_deg,com0_mean,com0_final
39,right,342,3.409996747970581,256.0697557926178,-2.6859277098405205,-0.15145831555750616,7.0696155330353765,-0.5042802877308622,-42.2049871488302,55.04528520528281
40,left,372,3.709996461868286,259.48975253105164,-2.7980050069854543,0.15368993585567323,-6.260130072396646,0.6158439607660933,40.69011201563241,-55.48797276029797
41,right,333,3.3199968338012695,263.2097489833832,-3.1313546716223413,0.3402658698457774,6.138763711093856,-0.3420533541256354,-36.606993761388125,56.16065502077545
42,left,484,4.829995393753109,266.5397458076477,-3.0027903206517994,0.2905537862808855,-6.773177901309119,-0.556545496762271,44.17405407042759,-55.501203190940245
43,right,448,4.469995737075806,271.379741191864,-1.230312788845534,-0.24769072685152765,3.098988155744585,0.7790819165621363,-18.59990312200774,55.0465695265144
44,left,399,3.9799962043762207,275.8597369194031,0.3664051870721549,-0.17915940756270707,-6.256644243700793,0.6975715299658936,40.34515589637783,-57.44640806020629
45,right,626,6.249994039535579,279.8497331142425,-0.7232276967863841,-0.21575081208096147,7.820122090226251,-0.45611676721491473,-48.68270432112952,55.0477075073079
46,left,461,4.5999956130981445,286.10972714424133,-1.384328425431122,0.16183970122933014,-7.583238954550489,1.3680577901636957,46.83084594875704,-56.517896995832125
47,right,577,5.7599945068359375,290.71972274780273,-1.4763528176238914,-0.17647664177988936,7.131248588524638,-0.6980201994942634,-45.39218991846094,57.15161002238887
48,left,383,3.8199963569640545,296.489717245102,-1.8989690898066307,0.18333345717155902,-5.520044559604215,1.5482961924826968,34.06648102571308,-59.090094475422056
49,right,459,4.579995632171631,300.3197135925293,-1.3618785467857986,-0.18387281282263038,6.706226408144764,0.06171277294991996,-42.55343838823154,55.43569778264982
50,left,441,4.399995803833008,304.9097092151642,-1.2588743133849134,0.023763440768816355,-6.703047528707372,0.8040210981461988,42.236951592258706,-55.51518780403116
51,right,381,3.7999963760375977,309.31970500946045,-1.3649025184474084,-0.4316918334740341,4.153167701656517,-1.6103834000639146,-26.280686287996723,56.02848895565505
52,left,472,4.70999550819397,313.1297013759613,-2.2767746146009165,-0.07365688933683162,-6.3500102674717835,-5.181068155413804,41.15665768777718,-55.949674492561805
53,right,496,4.949995279312134,317.84969687461853,-1.788893039680906,-0.2017780957394447,7.583898913010681,-2.2038613759364547,-45.847811340474365,55.912584186377295
54,left,53,0.5199995040893555,322.8096921443939,-1.3786554999596887,-0.07768941945772476,-10.052642260514041,-4.458974269135283,61.448396272264716,61.85063715739309
55,right,442,4.409995794296265,335.00968050956726,-0.49010771069803366,-0.5095341595027902,6.505130425851614,1.3632366160829192,-42.71870597452655,56.04253978359003
56,left,469,4.679995536804199,339.4296762943268,-0.3614405147981395,-0.38141618648543313,-7.025877468365986,0.7625869844451482,45.84162835516328,-55.16177939127637
57,right,396,3.94999623298645,344.11967182159424,0.15945990181044087,-0.5267329575361888,6.158518356374587,-0.3004629427557551,-40.117704062305414,55.92535552393863
58,left,435,4.339995861053467,348.07966804504395,0.6981933440289726,-0.723298514695518,-5.264493099574336,-0.8591841830489426,34.978241621597405,-64.744500099665
59,right,840,8.389991998672542,352.42966389656067,1.3593928514159062,-1.0092519252476655,5.163819383854378,-0.9632475434721509,-33.70834266195835,55.56792696617132
60,left,766,7.6499927043914795,360.8296558856964,0.08258029774424,-0.48152453572706005,-7.638547244329294,0.7723547660930432,48.94730527365077,-65.36160355333901
61,right,548,5.469994783401432,368.4896485805512,-0.3541136471914845,-0.5269196460985954,7.539621646370057,-2.007319815509955,-46.018871525910406,56.42863221332664
62,left,409,4.079996109008789,373.9696433544159,0.2064611539976057,-0.5289699985309895,-6.91565684339852,0.5721107436340522,44.82168512001115,-55.41195958243302
63,right,907,9.05999135971058,378.059639453888,-1.2468931690265255,-0.21246208694084565,7.298406532018631,-1.1687485249786709,-46.84208555672992,55.89520361628179
64,left,479,4.779995441436768,387.1296308040619,-1.2376540978202686,0.038627915689280895,-7.234686793266492,-1.1903684775356964,46.52428384335065,-54.80366900347056
65,right,665,6.639993667602539,391.9196262359619,-1.4373827448147491,-0.10493803801597755,6.676100370197594,-1.2860799878490927,-42.46454462507222,56.20006756608213
66,left,636,6.349993944168091,398.5696198940277,-1.7232786135775462,-0.019406299368081092,-8.015905977545165,1.4160555382309832,50.368317441266996,-55.33496980793678
67,right,562,5.609994649886971,404.9296138286591,-1.4893782657910117,-0.09807113416929618,6.570433110868479,-0.4446920689144815,-43.04037493864567,55.78752853907349
68,left,773,7.719992637634277,410.5496084690094,-2.6231772468504273,0.40230082140972645,-8.342579001258244,2.4286271725119413,50.83639150601179,-55.35500804785923
